"CN","SRV_CN","CTY_CN","PREV_PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","PLOT_STATUS_CD","PLOT_NONSAMPLE_REASN_CD","MEASYEAR","MEASMON","MEASDAY","REMPER","KINDCD","DESIGNCD","RDDISTCD","WATERCD","LAT","LON","ELEV","GROW_TYP_CD","MORT_TYP_CD","P2PANEL","P3PANEL","ECOSUBCD","CONGCD","MANUAL","KINDCD_NC","QA_STATUS","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","MICROPLOT_LOC","DECLINATION","EMAP_HEX","SAMP_METHOD_CD","SUBP_EXAMINE_CD","MACRO_BREAKPOINT_DIA","INTENSITY","CYCLE","SUBCYCLE","ECO_UNIT_PNW","TOPO_POSITION_PNW","NF_SAMPLING_STATUS_CD","NF_PLOT_STATUS_CD","NF_PLOT_NONSAMPLE_REASN_CD","P2VEG_SAMPLING_STATUS_CD","P2VEG_SAMPLING_LEVEL_DETAIL_CD","INVASIVE_SAMPLING_STATUS_CD","INVASIVE_SPECIMEN_RULE_CD","DESIGNCD_P2A"
"24870022010900","24548538010900","62010497","",2004,53,7,15,55646,1,,2004,11,3,10,1,1,3,0,46.346534,-123.105211,2100,,,1,,"M242Ad",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"24869629010900","24548538010900","62010497","",2004,53,7,15,60351,1,,2004,11,5,,1,1,3,0,46.1805,-122.566673,1700,,,1,,"M242Ba",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"24870174010900","24548538010900","62010497","",2004,53,7,15,63943,1,,2004,11,2,10,1,1,1,1,46.339942,-122.559568,1700,,,1,,"M242Ba",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","5",,,,,,,,
"25074592010900","24548538010900","62010497","",2004,53,7,15,65082,1,,2004,9,2,,1,1,7,1,46.19524,-122.265506,3900,,,1,,"M242Bb",5303,2,,1,"",2005-04-19,"10900","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,3,"0","5",,,,,,,,
"24869613010900","24548538010900","62010497","",2004,53,7,15,66668,2,,2004,9,30,10,1,1,,,46.149538,-122.91919,100,,,1,," 242Ah",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,2,1,30,"1",5,3,"","",,,,,,,,
"24869037010900","24548538010900","62010497","",2004,53,7,15,74139,1,,2004,10,14,,1,1,6,1,46.004567,-122.572079,1300,,,1,,"M242Ba",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","5",,,,,,,,
"24869789010900","24548538010900","62010497","",2004,53,7,15,75381,1,,2004,11,23,,1,1,6,1,46.246156,-122.417509,2300,,,1,,"M242Ba",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"24868896010900","24548538010900","62010497","",2004,53,7,15,81947,1,,2004,8,23,,1,1,1,0,45.952874,-122.629819,700,,,1,1,"M242Ba",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"24870006010900","24548538010900","62010497","",2004,53,7,15,81955,2,,2004,9,30,10,1,1,,,46.291271,-122.957813,100,,,1,," 242Ah",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,2,1,30,"1",5,3,"","",,,,,,,,
"22398671010497","22132265010497","62010497","",2004,53,7,15,83371,1,,2004,9,1,10,1,1,7,1,46.219918,-122.254156,3900,,,1,,"M242Bb",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"2",1,4,"","6",,,,,,,,
"24869219010900","24548538010900","62010497","",2004,53,7,15,84434,1,,2004,10,15,,1,1,3,0,46.046017,-122.7167,1300,,,1,,"M242Ba",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","3",,,,,,,,
"24870572010900","24548538010900","62010497","",2004,53,7,15,87244,1,,2004,11,4,10,1,1,2,0,46.360916,-122.244191,3300,,,1,,"M242Bb",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","3",,,,,,,,
"24869389010900","24548538010900","62010497","",2004,53,7,15,93763,1,,2004,11,22,,1,1,3,0,46.067546,-122.355076,3100,,,1,,"M242Ba",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"24846081010900","24548538010900","68010497","",2004,53,7,41,53921,1,,2004,7,24,,1,1,4,0,46.610446,-121.787148,3900,,,1,,"M242Bb",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","3",,,,,,,,
"24847759010900","24548538010900","68010497","",2004,53,7,41,54378,1,,2004,11,5,,1,1,2,0,46.706895,-122.510831,2100,,,1,,"M242Ba",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"22398720010497","22132265010497","68010497","",2004,53,7,41,55380,1,,2004,10,21,10,1,1,6,4,46.759648,-122.315765,1500,,,1,,"M242Ba",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"2",1,4,"","5",,,,,,,,
"22398725010497","22132265010497","68010497","",2004,53,7,41,55949,1,,2004,8,20,10,1,1,5,0,46.419708,-121.96366,3500,,,1,,"M242Ba",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"2",1,4,"","1",,,,,,,,
"22398724010497","22132265010497","68010497","",2004,53,7,41,56460,1,,2004,7,21,10,1,1,6,4,46.513152,-121.720329,4700,,,1,,"M242Bb",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"4",1,4,"","2",,,,,,,,
"24845887010900","24548538010900","68010497","",2004,53,7,41,56670,1,,2004,8,12,,1,1,9,1,46.532535,-121.466112,5500,,,1,1,"M242Bb",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","5",,,,,,,,
"24843086010900","24548538010900","68010497","",2004,53,7,41,59635,1,,2004,8,21,,1,1,5,1,46.389111,-121.894575,3300,,,1,,"M242Bb",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","5",,,,,,,,
"24844205010900","24548538010900","68010497","",2004,53,7,41,60051,1,,2004,8,26,,1,1,6,0,46.43745,-121.753046,2500,,,1,,"M242Bb",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"24845230010900","24548538010900","68010497","",2004,53,7,41,62029,1,,2004,11,1,,1,1,2,1,46.591164,-122.1304,3100,,,1,,"M242Bb",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","3",,,,,,,,
"22398722010497","22132265010497","68010497","",2004,53,7,41,62878,1,,2004,7,18,10,1,1,1,0,46.653939,-121.563335,3100,,,1,,"M242Bb",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"2",1,4,"","4",,,,,,,,
"24844633010900","24548538010900","68010497","",2004,53,7,41,63105,1,,2004,11,11,,1,1,2,0,46.481519,-122.645374,700,,,1,," 242Ah",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"24847443010900","24548538010900","68010497","",2004,53,7,41,63535,1,,2004,8,28,,1,1,5,1,46.687658,-122.320963,2300,,,1,,"M242Ba",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"24843831010900","24548538010900","68010497","",2004,53,7,41,65035,1,,2004,8,30,10,1,1,7,1,46.417358,-122.115547,3300,,,1,,"M242Bb",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"24842852010900","24548538010900","68010497","",2004,53,7,41,65116,1,,2004,11,9,,1,1,1,0,46.398473,-122.421652,1900,,,1,,"M242Ba",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","3",,,,,,,,
"24847105010900","24548538010900","68010497","",2004,53,7,41,68310,1,,2004,10,15,,1,1,3,0,46.678937,-122.878122,500,,,1,," 242Ah",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","3",,,,,,,,
"24845014010900","24548538010900","68010497","",2004,53,7,41,69193,1,,2004,11,3,,1,1,3,0,46.543143,-122.295075,2300,,,1,,"M242Ba",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"22398718010497","22132265010497","68010497","",2004,53,7,41,69768,1,,2004,8,22,10,1,1,3,1,46.458703,-121.792164,1900,,,1,,"M242Ba",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"3",1,4,"","4",,,,,,,,
"24844868010900","24548538010900","68010497","",2004,53,7,41,72256,1,,2004,10,19,,1,1,3,1,46.544011,-122.505162,700,,,1,,"M242Ba",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"24844428010900","24548538010900","68010497","",2004,53,7,41,72445,1,,2004,11,10,,1,1,4,4,46.484016,-123.168788,1100,,,1,,"M242Ad",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"24846434010900","24548538010900","68010497","",2004,53,7,41,72491,1,,2004,7,18,,1,1,1,0,46.578552,-121.600352,4300,,,1,,"M242Bb",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"24846751010900","24548538010900","68010497","",2004,53,7,41,74313,2,,2004,9,30,10,1,1,,,46.632554,-123.032359,100,,,1,," 242Ai",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,2,1,30,"1",5,3,"","",,,,,,,,
"24844188010900","24548538010900","68010497","",2004,53,7,41,74561,3,2,2004,6,10,10,1,1,2,,46.459355,-122.986621,500,,,1,," 242Ai",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","5",,,,,,,,
"22398731010497","22132265010497","68010497","",2004,53,7,41,78809,1,,2004,7,23,10,1,1,4,4,46.711286,-121.779012,4300,,,1,,"M242Bb",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"2",1,4,"","5",,,,,,,,
"24846767010900","24548538010900","68010497","",2004,53,7,41,79419,1,,2004,7,19,,1,1,7,0,46.630731,-121.460961,3700,,,1,,"M242Bb",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","5",,,,,,,,
"24845512010900","24548538010900","68010497","",2004,53,7,41,79912,1,,2004,7,28,,1,1,4,0,46.56714,-121.928426,2100,,,1,,"M242Ba",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","7",,,,,,,,
"22398730010497","22132265010497","68010497","",2004,53,7,41,84447,1,,2004,8,27,10,1,1,6,1,46.640712,-122.391504,2100,,,1,,"M242Ba",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"2",1,4,"","5",,,,,,,,
"24844852010900","24548538010900","68010497","",2004,53,7,41,84472,2,,2004,9,30,10,1,1,,,46.518508,-122.817948,300,,,1,," 242Ai",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,2,1,30,"1",5,3,"","",,,,,,,,
"22398728010497","22132265010497","68010497","",2004,53,7,41,84561,1,,2004,7,27,10,1,1,6,0,46.660772,-121.747395,4100,,,1,,"M242Bb",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"2",1,4,"","3",,,,,,,,
"24848587010900","24548538010900","68010497","",2004,53,7,41,86621,1,,2004,10,28,,1,1,7,1,46.735926,-121.643876,3100,,,1,,"M242Bb",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","2",,,,,,,,
"24848054010900","24548538010900","68010497","",2004,53,7,41,86921,1,,2004,8,7,,1,1,5,0,46.707605,-121.959026,4500,,,1,,"M242Bb",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"24847251010900","24548538010900","68010497","",2004,53,7,41,86974,1,,2004,11,8,,1,1,1,0,46.642843,-122.640271,1300,,,1,,"M242Ba",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","3",,,,,,,,
"22398721010497","22132265010497","68010497","",2004,53,7,41,90297,1,,2004,8,29,10,1,1,5,0,46.637261,-122.352901,3500,,,1,,"M242Ba",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"2",1,4,"","2",,,,,,,,
"24843607010900","24548538010900","68010497","",2004,53,7,41,94708,1,,2004,8,10,,1,1,4,0,46.448864,-122.71411,500,,,1,1," 242Ah",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","7",,,,,,,,
"22398727010497","22132265010497","68010497","",2004,53,7,41,94897,1,,2004,7,5,10,1,1,1,1,46.392671,-121.935376,3500,,,1,,"M242Bb",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"2",1,4,"","3",,,,,,,,
"22398723010497","22132265010497","68010497","",2004,53,7,41,95241,1,,2004,7,8,10,1,1,1,0,46.49077,-121.97017,1500,,,1,,"M242Ba",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"2",1,4,"","4",,,,,,,,
"22398726010497","22132265010497","68010497","",2004,53,7,41,95288,1,,2004,8,4,10,1,1,4,0,46.664058,-121.929648,4700,,,1,,"M242Bb",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"3",1,4,"","3",,,,,,,,
"24843397010900","24548538010900","68010497","",2004,53,7,41,95330,1,,2004,11,4,,1,1,4,1,46.448467,-123.308126,900,,,1,,"M242Ad",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","6",,,,,,,,
"24848431010900","24548538010900","68010497","",2004,53,7,41,98812,1,,2004,8,20,,1,1,1,1,46.736921,-122.141794,1500,,,1,1,"M242Ba",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","5",,,,,,,,
"22398729010497","22132265010497","68010497","",2004,53,7,41,98874,1,,2004,7,7,10,1,1,2,0,46.438007,-121.924472,1300,,,1,,"M242Ba",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"4",1,4,"","8",,,,,,,,
"26379509010900","24548538010900","70010497","",2004,53,7,49,50747,2,,2004,9,30,10,1,1,,,46.687631,-124.08034,0,,,1,,"M242Aa",5303,2,,1,"",2005-05-31,"10900","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,3,"","",,,,,,,,
"26379526010900","24548538010900","70010497","",2004,53,7,49,50759,2,,2004,9,30,10,1,1,,,46.520839,-124.012271,0,,,1,,"M242Aa",5303,2,,1,"",2005-05-31,"10900","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,3,"","",,,,,,,,
"24859268010900","24548538010900","70010497","",2004,53,7,49,54276,1,,2004,10,18,,1,1,4,1,46.58054,-123.383715,900,,,1,,"M242Af",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","5",,,,,,,,
"24857721010900","24548538010900","70010497","",2004,53,7,49,59847,2,,2004,9,30,10,1,1,,,46.259981,-123.807759,0,,,1,,"M242Aa",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,2,1,30,"1",5,3,"","",,,,,,,,
"24858663010900","24548538010900","70010497","",2004,53,7,49,61158,1,,2004,10,22,,1,1,2,4,46.558925,-123.700894,1500,,,1,,"M242Ad",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"24858872010900","24548538010900","70010497","",2004,53,7,49,65944,1,,2004,7,20,,1,1,4,0,46.591505,-123.880301,100,,,1,,"M242Aa",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","7",,,,,,,,
"24858454010900","24548538010900","70010497","",2004,53,7,49,66578,1,,2004,10,21,,1,1,4,1,46.440652,-123.520959,1700,,,1,,"M242Ad",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"24857734010900","24548538010900","70010497","",2004,53,7,49,74603,1,,2004,8,11,,1,1,6,2,46.342016,-123.949198,100,,,1,1,"M242Aa",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","9",,,,,,,,
"24859445010900","24548538010900","70010497","",2004,53,7,49,82009,1,,2004,8,12,10,1,1,3,0,46.639257,-123.379361,700,,,1,1,"M242Af",5303,2,,7,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"24859575010900","24548538010900","70010497","",2004,53,7,49,84789,1,,2004,7,13,10,1,1,4,0,46.732122,-123.94638,300,,,1,,"M242Aa",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"24858057010900","24548538010900","70010497","",2004,53,7,49,85466,1,,2004,11,17,,1,1,4,1,46.396845,-123.661518,700,,,1,,"M242Af",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","6",,,,,,,,
"26127395010900","24548538010900","70010497","",2004,53,7,49,87476,1,,2004,7,7,,1,1,4,1,46.730013,-123.382221,900,,,1,,"M242Af",5303,2,,1,"",2005-05-04,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","9",,,,,,,,
"24857900010900","24548538010900","70010497","",2004,53,7,49,88116,1,,2004,11,16,,1,1,5,0,46.367132,-124.003171,100,,,1,,"M242Aa",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"13219705010497","24548538010900","70010497","",2004,53,7,49,89991,1,,2005,3,17,10,1,1,3,0,46.646842,-123.875606,300,,,1,,"M242Aa",5303,2,,1,"",2006-02-27,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","4",,,,,,,,
"25079876010900","24548538010900","70010497","",2004,53,7,49,89993,1,,2004,7,12,,1,1,2,1,46.787113,-123.591793,300,,,1,,"M242Af",5303,2,,1,"",2005-04-19,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","5",,,,,,,,
"24859100010900","24548538010900","70010497","",2004,53,7,49,92584,1,,2004,10,20,,1,1,5,0,46.613126,-123.532539,700,,,1,,"M242Af",5303,2,,1,"",2005-04-18,"10900","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,3,"0","5",,,,,,,,
"25071709010900","24548538010900","74010497","",2004,53,7,59,52173,1,,2004,6,22,10,1,1,5,0,45.746891,-121.809196,700,,,1,,"M242Ba",5303,2,,1,"",2005-04-19,"10900","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,3,"0","4",,,,,,,,
"25072297010900","24548538010900","74010497","",2004,53,7,59,53753,1,,2004,6,24,,1,1,2,4,45.877493,-122.162067,2500,,,1,,"M242Bb",5303,2,,1,"",2005-04-19,"10900","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,3,"0","4",,,,,,,,
"25071903010900","24548538010900","74010497","",2004,53,7,59,53877,1,,2004,8,2,,1,1,7,0,45.797146,-121.983808,2900,,,1,1,"M242Ba",5303,2,,7,"",2005-04-19,"10900","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,3,"0","3",,,,,,,,
"22398799010497","22132265010497","74010497","",2004,53,7,59,55862,1,,2004,8,10,10,1,1,6,4,46.23927,-122.005524,2300,,,1,,"M242Ba",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"2",1,4,"","8",,,,,,,,
"22398803010497","22132265010497","74010497","",2004,53,7,59,57118,1,,2004,6,13,10,1,1,1,1,45.825874,-121.944992,1300,,,1,,"M242Ba",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"3",1,4,"","4",,,,,,,,
"22398793010497","22132265010497","74010497","",2004,53,7,59,57204,1,,2004,7,10,10,1,1,4,0,45.826505,-122.229292,1300,,,1,,"M242Ba",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"3",1,4,"","4",,,,,,,,
"22398808010497","22132265010497","74010497","",2004,53,7,59,57717,1,,2004,8,13,10,1,1,4,0,46.272777,-122.073774,3500,,,1,,"M242Bb",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"2",1,4,"","4",,,,,,,,
"22398811010497","22132265010497","74010497","",2004,53,7,59,58120,1,,2004,6,20,10,1,1,5,0,45.815483,-121.681837,2100,,,1,,"M242Cc",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"2",1,4,"","7",,,,,,,,
"25073985010900","24548538010900","74010497","",2004,53,7,59,60328,1,,2004,9,14,,1,1,4,1,46.075469,-121.867091,3500,,,1,,"M242Bb",5303,2,,1,"",2005-04-19,"10900","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,3,"0","5",,,,,,,,
"25072608010900","24548538010900","74010497","",2004,53,7,59,61178,1,,2004,6,17,,1,1,2,0,45.896499,-121.835263,2700,,,1,,"M242Bb",5303,2,,1,"",2005-04-19,"10900","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,3,"0","4",,,,,,,,
"22398809010497","22132265010497","74010497","",2004,53,7,59,64365,1,,2004,9,12,10,1,1,2,1,46.164853,-121.831171,2700,,,1,,"M242Ba",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"2",1,4,"","4",,,,,,,,
"22398807010497","22132265010497","74010497","",2004,53,7,59,65362,2,,2004,8,19,10,1,1,8,4,46.19383,-122.144349,4700,,,1,,"M242Bb",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",,,1,4,30,"3",1,4,"","3",,,,,,,,
"25073235010900","24548538010900","74010497","",2004,53,7,59,66689,1,,2004,9,8,,1,1,1,4,45.968114,-121.66312,2900,,,1,,"M242Bc",5303,2,,1,"",2005-04-19,"10900","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,3,"0","7",,,,,,,,
"22398798010497","22132265010497","74010497","",2004,53,7,59,67554,1,,2004,8,11,10,1,1,3,1,46.287097,-121.938513,4100,,,1,,"M242Bb",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"3",1,4,"","4",,,,,,,,
"22398801010497","22132265010497","74010497","",2004,53,7,59,68702,1,,2004,6,19,10,1,1,3,0,45.799208,-121.664029,1700,,,1,,"M242Cc",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"2",1,4,"","7",,,,,,,,
"22398806010497","22132265010497","74010497","",2004,53,7,59,69795,1,,2004,6,25,10,1,1,4,4,45.942739,-122.051671,3300,,,1,,"M242Bb",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"2",1,4,"","4",,,,,,,,
"22398804010497","22132265010497","74010497","",2004,53,7,59,71795,1,,2004,9,6,10,1,1,2,4,45.963641,-121.624671,2700,,,1,,"M242Cb",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"3",1,4,"","7",,,,,,,,
"25075208010900","24548538010900","74010497","",2004,53,7,59,71829,1,,2004,9,23,,1,1,7,4,46.235877,-121.544014,6100,,,1,,"M242Bc",5303,2,,1,"",2005-04-19,"10900","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,3,"0","3",,,,,,,,
"22398797010497","22132265010497","74010497","",2004,53,7,59,73743,1,,2004,7,6,10,1,1,4,1,46.364459,-121.934439,3900,,,1,,"M242Bb",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"2",1,4,"","3",,,,,,,,
"22398790010497","22132265010497","74010497","",2004,53,7,59,73745,1,,2004,6,11,10,1,1,4,2,45.917464,-121.973984,1700,,,1,,"M242Ba",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"4",1,4,"","7",,,,,,,,
"22398800010497","22132265010497","74010497","",2004,53,7,59,74333,1,,2004,7,11,10,1,1,5,1,45.791042,-122.142502,2300,,,1,,"M242Bb",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"2",1,4,"","5",,,,,,,,
"25072130010900","24548538010900","74010497","",2004,53,7,59,75694,1,,2004,6,16,,1,1,2,0,45.753151,-121.569542,1300,,,1,,"M242Cc",5303,2,,1,"",2005-04-19,"10900","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,3,"0","8",,,,,,,,
"25075433010900","24548538010900","74010497","",2004,53,7,59,76704,1,,2004,9,24,,1,1,5,0,46.285625,-121.716581,3100,,,1,,"M242Bb",5303,2,,1,"",2005-04-19,"10900","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,3,"0","4",,,,,,,,
"22398796010497","22132265010497","74010497","",2004,53,7,59,77127,1,,2004,9,21,10,1,1,4,1,46.193971,-121.723326,2500,,,1,,"M242Bb",5303,2,,1,"",2008-01-25,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"2",1,4,"","4",,,,,,,,
"25071535010900","24548538010900","74010497","",2004,53,7,59,79888,1,,2004,6,24,10,1,1,5,0,45.709009,-122.136557,2100,,,1,,"M242Ba",5303,2,,1,"",2005-04-19,"10900","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,3,"0","1",,,,,,,,
