"CN","SRV_CN","CTY_CN","PREV_PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","PLOT_STATUS_CD","PLOT_NONSAMPLE_REASN_CD","MEASYEAR","MEASMON","MEASDAY","REMPER","KINDCD","DESIGNCD","RDDISTCD","WATERCD","LAT","LON","ELEV","GROW_TYP_CD","MORT_TYP_CD","P2PANEL","P3PANEL","ECOSUBCD","CONGCD","MANUAL","KINDCD_NC","QA_STATUS","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","MICROPLOT_LOC","DECLINATION","EMAP_HEX","SAMP_METHOD_CD","SUBP_EXAMINE_CD","MACRO_BREAKPOINT_DIA","INTENSITY","CYCLE","SUBCYCLE","ECO_UNIT_PNW","TOPO_POSITION_PNW","NF_SAMPLING_STATUS_CD","NF_PLOT_STATUS_CD","NF_PLOT_NONSAMPLE_REASN_CD","P2VEG_SAMPLING_STATUS_CD","P2VEG_SAMPLING_LEVEL_DETAIL_CD","INVASIVE_SAMPLING_STATUS_CD","INVASIVE_SPECIMEN_RULE_CD","DESIGNCD_P2A"
"9605631010661","9587895010661","1320358010538","",1998,25,1,23,25,1,,1997,12,0,14,0,111,,,41.80566,-70.66615,,2,2,,," 221Ab",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9605644010661","9587895010661","1320358010538","",1998,25,1,23,29,1,,1997,12,0,14,0,111,,,41.91677,-70.66615,,2,2,,," 221Ab",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9605700010661","9587895010661","1320358010538","",1998,25,1,23,30,2,,1997,12,0,14,0,111,,,41.88899,-70.94393,,2,2,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9605708010661","9587895010661","1320358010538","",1998,25,1,23,33,1,,1998,1,0,14,0,111,,,41.94455,-70.91615,,2,2,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9605768010661","9587895010661","1320358010538","",1998,25,1,23,34,1,,1997,12,0,14,0,111,,,42.0001,-70.8606,,2,2,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9605810010661","9587895010661","1320358010538","",1998,25,1,23,36,1,,1997,12,0,14,0,111,,,41.86121,-70.88837,,2,2,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9605863010661","9587895010661","1320358010538","",1998,25,1,23,39,1,,1998,1,0,14,0,111,,,41.83344,-70.86059,,2,2,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9605899010661","9587895010661","1320358010538","",1998,25,1,23,40,1,,1998,1,0,14,0,111,,,41.77788,-70.86059,,2,2,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9605942010661","9587895010661","1320358010538","",1998,25,1,23,41,1,,1997,12,0,14,0,111,,,41.80566,-70.63837,,2,2,,," 221Ab",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9605988010661","9587895010661","1320358010538","",1998,25,1,23,44,1,,1997,12,0,14,0,111,,,42.13899,-70.8606,,2,2,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606036010661","9587895010661","1320358010538","",1998,25,1,23,45,1,,1998,1,0,14,0,111,,,42.11121,-70.77726,,2,2,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606046010661","9587895010661","1320358010538","",1998,25,1,23,75,1,,1997,12,0,14,0,111,,,42.08343,-70.94393,,2,2,,," 221Ac",2508,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606058010661","9587895010661","1320358010538","",1998,25,1,23,76,1,,1997,12,0,14,0,111,,,42.13899,-70.94393,,2,2,,," 221Ai",2508,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606081010661","9587895010661","1320358010538","",1998,25,1,23,77,2,,1997,12,0,14,0,111,,,42.02788,-71.02727,,2,2,,," 221Ac",2508,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606083010661","9587895010661","1320358010538","",1998,25,1,23,78,2,,1997,12,0,14,0,111,,,42.13899,-70.94393,,2,2,,," 221Ai",2508,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606085010661","9587895010661","1320358010538","",1998,25,1,23,80,2,,1997,12,0,14,0,111,,,42.0001,-70.88837,,2,2,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606087010661","9587895010661","1320358010538","",1998,25,1,23,81,1,,1997,12,0,14,0,111,,,41.97232,-70.8606,,2,2,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606144010661","9587895010661","1320358010538","",1998,25,1,23,82,1,,1997,12,0,14,0,111,,,42.02788,-70.8606,,2,2,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606267010661","9587895010661","1320358010538","",1998,25,1,23,83,2,,1997,12,0,14,0,111,,,42.05566,-70.83282,,2,2,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606269010661","9587895010661","1320358010538","",1998,25,1,23,84,1,,1998,1,0,14,0,111,,,42.05566,-70.80504,,2,2,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606278010661","9587895010661","1320358010538","",1998,25,1,23,85,1,,1997,12,0,14,0,111,,,41.80566,-70.80504,,2,2,,," 221Ab",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606300010661","9587895010661","1320358010538","",1998,25,1,23,86,1,,1997,12,0,14,0,111,,,41.86121,-70.97171,,2,2,,," 221Ac",2504,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606338010661","9587895010661","1320358010538","",1998,25,1,23,87,1,,1997,12,0,14,0,111,,,42.05566,-70.99949,,2,2,,," 221Ac",2508,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606387010661","9587895010661","1320358010538","",1998,25,1,23,88,1,,1998,1,0,14,0,111,,,41.80566,-70.55503,,2,2,,," 221Ab",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606431010661","9587895010661","1320358010538","",1998,25,1,23,89,1,,1997,12,0,14,0,111,,,41.77788,-70.63837,,2,2,,," 221Ab",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606468010661","9587895010661","1320358010538","",1998,25,1,23,90,1,,1998,1,0,14,0,111,,,41.77788,-70.63837,,2,2,,," 221Ab",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606507010661","9587895010661","1320358010538","",1998,25,1,23,91,2,,1997,12,0,14,0,111,,,41.77788,-70.69392,,2,2,,," 221Ab",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606509010661","9587895010661","1320358010538","",1998,25,1,23,92,2,,1997,12,0,14,0,111,,,41.88899,-70.69392,,2,2,,," 221Ab",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606511010661","9587895010661","1320358010538","",1998,25,1,23,93,2,,1997,12,0,14,0,111,,,41.94455,-70.63837,,2,2,,," 221Ab",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606513010661","9587895010661","1320358010538","",1998,25,1,23,95,2,,1997,12,0,14,0,111,,,41.80566,-70.74948,,2,2,,," 221Ab",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606515010661","9587895010661","1320358010538","",1998,25,1,23,96,1,,1997,12,0,14,0,111,,,42.0001,-70.7217,,2,2,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606560010661","9587895010661","1320358010538","",1998,25,1,23,97,1,,1998,1,0,13,0,111,,,42.0001,-70.7217,,2,2,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606610010661","9587895010661","1320358010538","",1998,25,1,23,98,1,,1998,1,0,14,0,111,,,42.02788,-70.74948,,2,2,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606629010661","9587895010661","1320358010538","",1998,25,1,23,99,1,,1997,12,0,13,0,111,,,42.11121,-70.74948,,2,2,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606678010661","9587895010661","1320358010538","",1998,25,1,23,100,2,,1997,12,0,14,0,111,,,42.16677,-70.72171,,2,2,,," 221Ac",2508,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606680010661","9587895010661","1320358010538","",1998,25,1,23,101,1,,1997,12,0,14,0,111,,,42.13899,-70.74948,,2,2,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606723010661","9587895010661","1320358010538","",1998,25,1,23,102,1,,1997,12,0,14,0,111,,,42.19455,-70.77726,,2,2,,," 221Aa",2508,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606766010661","9587895010661","1320358010538","",1998,25,1,23,103,2,,1997,12,0,,0,111,,,41.80566,-71.02726,,,,,," 221Ac",2504,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606768010661","9587895010661","1320358010538","",1998,25,1,23,104,1,,1997,12,0,,0,111,,,41.97232,-70.99949,,,,,," 221Ac",2508,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606794010661","9587895010661","1320358010538","",1998,25,1,23,105,2,,1997,12,0,,0,111,,,42.08343,-71.08283,,,,,," 221Ai",2504,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606796010661","9587895010661","1320358010538","",1998,25,1,23,106,2,,1997,12,0,,0,111,,,42.16677,-70.72171,,,,,," 221Ac",2508,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606798010661","9587895010661","1320358010538","",1998,25,1,23,107,1,,1997,12,0,,0,111,,,41.94455,-70.97171,,,,,," 221Ac",2508,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606841010661","9587895010661","1320358010538","",1998,25,1,23,108,1,,1997,12,0,,0,111,,,41.88899,-70.94393,,,,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606897010661","9587895010661","1320358010538","",1998,25,1,23,109,1,,1997,12,0,,0,111,,,41.94455,-70.58281,,,,,," 221Ab",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606915010661","9587895010661","1320358010538","",1998,25,1,23,110,2,,1997,12,0,,0,111,,,41.77788,-70.69392,,,,,," 221Ab",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606918010661","9587895010661","1320358010538","",1998,25,1,23,111,1,,1997,12,0,,0,111,,,41.77788,-70.86059,,,,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9606954010661","9587895010661","1320358010538","",1998,25,1,23,112,1,,1997,12,0,,0,111,,,41.86121,-70.88837,,,,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607007010661","9587895010661","1320358010538","",1998,25,1,23,113,2,,1998,1,0,,0,111,,,41.69455,-70.77726,,,,,," 221Ab",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607009010661","9587895010661","1320358010538","",1998,25,1,23,114,2,,1997,12,0,,0,111,,,41.77788,-70.77726,,,,,," 221Ab",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607012010661","9587895010661","1320358010538","",1998,25,1,23,115,1,,1998,1,0,,0,111,,,42.08343,-70.80504,,,,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607051010661","9587895010661","1320358010538","",1998,25,1,23,116,1,,1998,1,0,,0,111,,,42.13899,-70.80504,,,,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607107010661","9587895010661","1320358010538","",1998,25,1,23,117,1,,1997,12,0,,0,111,,,41.83344,-70.86059,,,,,," 221Ac",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607132010661","9587895010661","1320358010538","",1998,25,1,23,118,2,,1997,12,0,,0,111,,,42.16677,-70.88838,,,,,," 221Ai",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607134010661","9587895010661","1320358010538","",1998,25,1,23,119,1,,1998,1,0,,0,111,,,41.88899,-70.86059,,,,,," 221Ab",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607173010661","9587895010661","1320358010538","",1998,25,1,23,120,1,,1997,12,0,,0,111,,,41.88899,-70.86059,,,,,," 221Ab",2509,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607216010661","9587895010661","1320358010538","",1998,25,1,23,121,1,,1998,1,0,,0,111,,,42.19454,-70.8606,,,,,," 221Aa",2508,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607263010661","9587895010661","1320359010538","",1998,25,1,25,1,2,,1997,11,0,13,0,111,,,42.33343,-71.13839,,,,,," 221Aa",2504,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607265010661","9587895010661","1320359010538","",1998,25,1,25,2,2,,1997,11,0,13,0,111,,,42.30565,-71.02727,,,,,," 221Aa",2508,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607267010661","9587895010661","1320359010538","",1998,25,1,25,3,2,,1997,11,0,,0,111,,,42.36121,-71.13839,,,,,," 221Aa",2507,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607269010661","9587895010661","1320359010538","",1998,25,1,25,4,2,,1997,11,0,,0,111,,,42.36121,-71.02727,,,,,," 221Aa",2507,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607271010661","9587895010661","1320359010538","",1998,25,1,25,5,2,,1997,11,0,,0,111,,,42.27788,-71.11061,,,,,," 221Aa",2507,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607273010661","9587895010661","1320359010538","",1998,25,1,25,6,2,,1997,11,0,,0,111,,,42.27788,-71.08283,,,,,," 221Aa",2507,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607275010661","9587895010661","1320360010538","",1998,25,1,27,5,1,,1998,5,0,13,0,111,,,42.52787,-72.22175,,2,2,,," 221Ah",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607338010661","9587895010661","1320360010538","",1998,25,1,27,6,1,,1997,8,0,13,0,111,,,42.63898,-72.22175,,2,2,,,"M211Bd",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607387010661","9587895010661","1320360010538","",1998,25,1,27,10,1,,1997,8,0,13,0,111,,,42.6112,-72.19397,,2,2,,,"M211Bd",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607447010661","9587895010661","1320360010538","",1998,25,1,27,16,1,,1997,8,0,13,0,111,,,42.16676,-72.16619,,2,2,,," 221Ah",2501,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607484010661","9587895010661","1320360010538","",1998,25,1,27,18,1,,1997,9,0,13,0,111,,,42.3612,-72.16619,,2,2,,," 221Ah",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607528010661","9587895010661","1320360010538","",1998,25,1,27,19,1,,1997,9,0,13,0,111,,,42.44453,-72.13841,,2,2,,,"M211Bd",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607597010661","9587895010661","1320360010538","",1998,25,1,27,20,1,,1997,8,0,13,0,111,,,42.58342,-72.13841,,2,2,,,"M211Bd",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607637010661","9587895010661","1320360010538","",1998,25,1,27,21,1,,1997,8,0,13,0,111,,,42.63898,-72.16619,,2,2,,,"M211Bd",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607678010661","9587895010661","1320360010538","",1998,25,1,27,24,1,,1997,5,0,13,0,111,,,42.02788,-71.80507,,2,2,,," 221Ag",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607716010661","9587895010661","1320360010538","",1998,25,1,27,27,1,,1997,5,0,12,0,111,,,42.6112,-71.80507,,2,2,,," 221Ah",2503,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607767010661","9587895010661","1320360010538","",1998,25,1,27,28,1,,1997,5,0,12,0,111,,,42.63898,-71.86063,,2,2,,,"M211Bd",2503,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607794010661","9587895010661","1320360010538","",1998,25,1,27,30,1,,1997,6,0,12,0,111,,,42.58342,-71.86063,,2,2,,,"M211Bd",2503,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607817010661","9587895010661","1320360010538","",1998,25,1,27,32,1,,1997,5,0,12,0,111,,,42.3612,-71.83285,,2,2,,," 221Ah",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607857010661","9587895010661","1320360010538","",1998,25,1,27,33,1,,1997,5,0,12,0,111,,,42.30565,-71.86063,,2,2,,," 221Ah",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607897010661","9587895010661","1320360010538","",1998,25,1,27,38,1,,1997,7,0,12,0,111,,,42.63898,-72.05508,,2,2,,,"M211Bd",2503,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607943010661","9587895010661","1320360010538","",1998,25,1,27,43,1,,1997,10,0,13,0,111,,,42.33342,-71.88841,,2,2,,," 221Ah",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607977010661","9587895010661","1320360010538","",1998,25,1,27,44,1,,1997,9,0,14,0,111,,,42.08343,-71.91618,,2,2,,," 221Ag",2501,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9607990010661","9587895010661","1320360010538","",1998,25,1,27,45,1,,1997,10,0,13,0,111,,,42.16676,-71.91618,,2,2,,," 221Ag",2501,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608028010661","9587895010661","1320360010538","",1998,25,1,27,46,1,,1997,10,0,13,0,111,,,42.16676,-71.91618,,2,2,,," 221Ag",2501,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608047010661","9587895010661","1320360010538","",1998,25,1,27,50,1,,1997,7,0,12,0,111,,,42.50009,-71.91619,,2,2,,,"M211Bd",2503,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608064010661","9587895010661","1320360010538","",1998,25,1,27,56,1,,1997,7,0,12,0,111,,,42.50009,-71.94396,,2,2,,,"M211Bd",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608116010661","9587895010661","1320360010538","",1998,25,1,27,60,1,,1997,10,0,13,0,111,,,42.52787,-71.72174,,2,2,,," 221Ai",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608134010661","9587895010661","1320360010538","",1998,25,1,27,61,1,,1997,5,0,13,0,111,,,42.47231,-71.72174,,2,2,,," 221Ai",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608172010661","9587895010661","1320360010538","",1998,25,1,27,62,2,,1997,5,0,12,0,111,,,42.44454,-71.72174,,2,2,,," 221Ai",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608175010661","9587895010661","1320360010538","",1998,25,1,27,63,2,,1997,5,0,13,0,111,,,42.30565,-71.74951,,2,2,,," 221Ai",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608177010661","9587895010661","1320360010538","",1998,25,1,27,64,2,,1997,5,0,13,0,111,,,42.25009,-71.74951,,2,2,,," 221Ai",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608179010661","9587895010661","1320360010538","",1998,25,1,27,65,2,,1997,4,0,13,0,111,,,42.25009,-71.72174,,2,2,,," 221Ai",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608181010661","9587895010661","1320360010538","",1998,25,1,27,66,1,,1997,5,0,13,0,111,,,42.16676,-71.74951,,2,2,,," 221Ag",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608220010661","9587895010661","1320360010538","",1998,25,1,27,67,1,,1997,4,0,13,0,111,,,42.16676,-71.6384,,2,2,,," 221Ag",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608284010661","9587895010661","1320360010538","",1998,25,1,27,71,1,,1997,5,0,13,0,111,,,42.38898,-71.69396,,2,2,,," 221Ai",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608351010661","9587895010661","1320360010538","",1998,25,1,27,73,1,,1997,5,0,12,0,111,,,42.41676,-71.66618,,2,2,,," 221Ai",2503,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608361010661","9587895010661","1320360010538","",1998,25,1,27,77,1,,1997,4,0,13,0,111,,,42.02788,-71.66618,,2,2,,," 221Ag",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608391010661","9587895010661","1320360010538","",1998,25,1,27,78,1,,1997,10,0,13,0,111,,,42.16676,-72.0273,,2,2,,," 221Ah",2501,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608443010661","9587895010661","1320360010538","",1998,25,1,27,79,1,,1997,7,0,12,0,111,,,42.41676,-72.0273,,2,2,,," 221Ah",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608483010661","9587895010661","1320360010538","",1998,25,1,27,81,1,,1997,7,0,12,0,111,,,42.52787,-72.0273,,2,2,,,"M211Bd",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608542010661","9587895010661","1320360010538","",1998,25,1,27,85,1,,1997,7,0,12,0,111,,,42.47231,-72.08286,,2,2,,,"M211Bd",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608589010661","9587895010661","1320360010538","",1998,25,1,27,86,1,,1997,7,0,12,0,111,,,42.44453,-72.08286,,2,2,,," 221Ah",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608638010661","9587895010661","1320360010538","",1998,25,1,27,88,1,,1997,5,0,12,0,111,,,42.30565,-71.88841,,2,2,,," 221Ah",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608647010661","9587895010661","1320360010538","",1998,25,1,27,95,1,,1997,9,0,13,0,111,,,42.52787,-72.11064,,2,2,,,"M211Bd",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608696010661","9587895010661","1320360010538","",1998,25,1,27,96,1,,1997,7,0,12,0,111,,,42.6112,-72.11064,,2,2,,,"M211Bd",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
"9608738010661","9587895010661","1320360010538","",1998,25,1,27,97,1,,1997,9,0,13,0,111,,,42.69453,-72.11064,,2,2,,,"M211Bd",2502,0,,,"",2003-09-26,"10661","",2016-03-16,"489998","",,,1,4,,"",4,0,"","",,,,,,,,
